round,steps,score,reward,epsilon
1108,15,0,-20.5,0.33
1109,66,5,91.4,0.3297
1110,35,0,-32.5,0.3294
1111,16,0,-30.6,0.329
1112,38,3,55.2,0.3287
1113,13,0,-33.3,0.3284
1114,15,0,-29.5,0.3281
1115,27,1,6.3,0.3277
1116,34,1,-18.4,0.3274
1117,20,1,-2.0,0.3271
1118,23,2,0.7,0.3268
1119,35,4,29.5,0.3264
1120,13,0,-38.3,0.3261
1121,78,6,104.2,0.3258
1122,208,20,380.2,0.3254
1123,19,2,-9.9,0.3251
1124,92,5,47.8,0.3248
1125,16,1,-15.6,0.3245
1126,19,1,-8.9,0.3241
1127,35,0,-24.5,0.3238
1128,25,1,-14.5,0.3235
1129,32,2,-7.2,0.3232
1130,71,4,56.9,0.3229
1131,66,3,16.4,0.3225
1132,20,0,-37.0,0.3222
1133,149,7,71.1,0.3219
1134,14,0,-35.4,0.3216
1135,236,19,406.4,0.3212
1136,14,0,-28.4,0.3209
1137,12,0,-56.2,0.3206
1138,62,3,38.8,0.3203
1139,63,5,96.7,0.32
1140,104,8,152.6,0.3196
1141,21,0,-19.1,0.3193
1142,25,1,-5.5,0.319
1143,20,2,3.0,0.3187
1144,33,2,16.7,0.3184
1145,17,0,-36.7,0.318
1146,61,2,26.9,0.3177
1147,10,0,-45.0,0.3174
1148,199,12,242.1,0.3171
1149,30,1,5.0,0.3168
1150,39,0,-45.9,0.3165
1151,23,0,-27.3,0.3161
1152,13,0,-34.3,0.3158
1153,31,1,-21.1,0.3155
1154,15,1,-26.5,0.3152
1155,6,0,-36.6,0.3149
1156,113,9,198.7,0.3146
1157,13,0,-46.3,0.3142
1158,11,0,-48.1,0.3139
1159,14,0,-41.4,0.3136
1160,78,4,43.2,0.3133
1161,29,2,-9.9,0.313
1162,52,4,34.8,0.3127
1163,42,3,44.8,0.3124
1164,162,12,229.8,0.3121
1165,19,0,-39.9,0.3117
1166,26,1,16.4,0.3114
1167,44,3,47.6,0.3111
1168,76,6,98.4,0.3108
1169,20,1,4.0,0.3105
1170,12,0,-11.2,0.3102
1171,20,1,-18.0,0.3099
1172,262,25,517.8,0.3096
1173,33,1,-37.3,0.3093
1174,107,6,131.3,0.3089
1175,9,0,-43.9,0.3086
1176,123,6,88.7,0.3083
1177,104,9,197.6,0.308
1178,13,0,-30.3,0.3077
1179,26,2,5.4,0.3074
1180,29,2,27.1,0.3071
1181,20,3,11.0,0.3068
1182,13,0,-26.3,0.3065
1183,22,1,-21.2,0.3062
1184,6,0,-42.6,0.3059
1185,198,19,372.2,0.3056
1186,39,3,46.1,0.3053
1187,40,1,-30.0,0.305
1188,24,1,-1.4,0.3046
1189,26,2,10.4,0.3043
1190,14,0,-31.4,0.304
1191,15,0,-35.5,0.3037
1192,55,5,73.5,0.3034
1193,5,0,-43.5,0.3031
1194,13,1,-25.3,0.3028
1195,33,1,-19.3,0.3025
1196,40,2,16.0,0.3022
1197,55,7,123.5,0.3019
1198,16,0,-26.6,0.3016
1199,400,31,702.9,0.3013
1200,19,1,-12.9,0.301
